구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨 설치유형,화장실입구cctv설치유무,기저귀교환대장소,리모델링년월,데이터기준일자
공중화장실,옥수역(3),서울특별시 성동구 옥수동 168-1 옥수역,서울특별시 성동구 옥수동 1,N,3,5,2,0,1,1,8,2,1,서울교통공사,02-6110-3351,05:00~01:00,37.523526,127.028326,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,옥수역(3),서울특별시 성동구 옥수동 168-1 옥수역,서울특별시 성동구 옥수동 1,N,2,5,2,0,1,1,2,2,1,서울교통공사,02-6110-3351,05:00~01:00,37.516392,127.020307,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,압구정역(3),서울특별시 강남구 신사동 668 압구정역,서울특별시 강남구 신사동 6,N,3,6,1,0,0,0,9,1,0,서울교통공사,02-6110-3361,05:00~01:00,37.513082,127.011857,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,신사역(3),서울특별시 강남구 신사동 667 신사역,서울특별시 강남구 신사동 6,N,3,5,2,0,2,1,8,2,3,서울교통공사,02-6110-3371,05:00~01:00,37.494847,127.017286,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2009,2020-09-28
공중화장실,잠원역(3),서울특별시 서초구 잠원동 100-1 잠원역,서울특별시 서초구 잠원동 1,N,3,4,2,0,1,1,7,2,1,서울교통공사,02-6110-3381,05:00~01:00,37.486661,127.015218,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,교대역(3),서울특별시 서초구 서초동 1748-4 교대역(3호선),서울특별시 서초구 서초동 1,N,3,5,1,0,0,0,13,1,0,서울교통공사,02-6110-3401,05:00~01:00,37.484761,127.033371,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,남부터미널역(3),서울특별시 서초구 서초동 1748-30 남부터미널역,서울특별시 서초구 서초동 1,N,3,6,1,0,0,0,6,1,0,서울교통공사,02-6110-3411,05:00~01:00,37.486941,127.046621,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,양재역(3),서울특별시 서초구 서초동 1366-9 양재역,서울특별시 서초구 서초동 1,N,2,4,1,0,0,0,6,1,0,서울교통공사,02-6110-3421,05:00~01:00,37.490825,127.055306,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,매봉역(3),서울특별시 강남구 도곡동 179-2 매봉역,서울특별시 강남구 도곡동 1,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6110-3431,05:00~01:00,37.494543,127.063426,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,도곡역(3),서울특별시 강남구 도곡동 339-2 도곡역,서울특별시 강남구 도곡동 3,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6110-3441,05:00~01:00,37.496679,127.071705,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,대치역(3),서울특별시 강남구 대치동 317-3 대치역,서울특별시 강남구 대치동 3,N,3,4,1,0,0,0,8,1,0,서울교통공사,02-6110-3451,05:00~01:00,37.493686,127.079479,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,학여울역(3),서울특별시 강남구 대치동 514-3 학여울역,서울특별시 강남구 대치동 5,N,4,4,1,0,0,0,8,1,0,서울교통공사,02-6110-3461,05:00~01:00,37.483953,127.084413,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,대청역(3),서울특별시 강남구 일원동 700-9 대청역,서울특별시 강남구 일원동 7,N,3,4,2,0,1,1,5,2,1,서울교통공사,02-6110-3471,05:00~01:00,37.48735,127.101842,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,일원역(3),서울특별시 강남구 일원동 717 일원역,서울특별시 강남구 일원동 7,N,3,5,0,0,0,1,8,0,3,서울교통공사,02-6110-3481,05:00~01:00,37.492898,127.118058,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2018,2020-09-28
공중화장실,수서역(3),서울특별시 강남구 수서동 728 수서역,서울특별시 강남구 수서동 7,N,3,5,2,0,0,1,8,2,3,서울교통공사,02-6110-3491,05:00~01:00,37.492898,127.118058,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,가락시장역(3),서울특별시 송파구 가락동 184-23 가락시장역,서울특별시 송파구 가락동 1,N,1,2,0,0,1,1,5,0,1,서울교통공사,02-6110-3501,05:00~01:00,37.498322,127.125676,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,가락시장역(3),서울특별시 송파구 가락동 184-23 가락시장역,서울특별시 송파구 가락동 1,N,3,4,2,0,0,1,8,2,2,서울교통공사,02-6110-3501,05:00~01:00,37.498322,127.125676,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,경찰병원역(3),서울특별시 송파구 가락동 10-15 경찰병원역,서울특별시 송파구 가락동 1,N,2,3,0,0,1,0,2,0,1,서울교통공사,02-6110-3512,05:00~01:00,37.503246,127.126342,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2010,2020-09-28
공중화장실,경찰병원역(3),서울특별시 송파구 가락동 10-15 경찰병원역,서울특별시 송파구 가락동 1,N,3,4,2,0,1,1,11,2,1,서울교통공사,02-6110-3512,05:00~01:00,37.503246,127.126342,서울교통공사,역사 내 화장실,수세식,유,유,,2010,2020-09-28
공중화장실,오금역(3),서울특별시 송파구 오금동 44-2 오금역,서울특별시 송파구 오금동 4,N,2,2,2,1,0,1,2,2,0,서울교통공사,02-6110-3522,05:00~01:00,37.670556,127.079306,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2010,2020-09-28
공중화장실,오금역(3),서울특별시 송파구 오금동 44-2 오금역,서울특별시 송파구 오금동 4,N,3,3,2,0,2,1,11,2,2,서울교통공사,02-6110-3522,05:00~01:00,37.661095,127.073526,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2010,2020-09-28
공중화장실,당고개역(4),서울특별시 노원구 상계동 111 당고개역,서울특별시 노원구 상계동 1,N,2,2,2,0,2,1,4,2,2,서울교통공사,02-6110-4091,05:00~01:00,37.655867,127.061991,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,당고개역(4),서울특별시 노원구 상계동 111 당고개역,서울특별시 노원구 상계동 1,N,5,9,2,0,1,1,7,2,1,서울교통공사,02-6110-4091,05:00~01:00,37.653186,127.048114,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,상계역(4),서울특별시 노원구 상계동 156-203 상계역,서울특별시 노원구 상계동 1,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6110-4101,05:00~01:00,37.648811,127.034866,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,노원역(4),서울특별시 노원구 상계동 602-5 노원역(4호선),서울특별시 노원구 상계동 6,N,6,6,2,0,2,1,15,2,2,서울교통공사,02-6110-4111,05:00~01:00,37.639775,127.027208,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,창동역(4),서울특별시 도봉구 창동 135-1 창동역,서울특별시 도봉구 창동 13,N,4,7,1,0,0,0,17,1,0,서울교통공사,02-6110-4121,05:00~01:00,37.629878,127.024714,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,쌍문역(4),서울특별시 도봉구 창동 703-4 쌍문역,서울특별시 도봉구 창동 70,N,5,5,2,0,1,1,11,2,1,서울교통공사,02-6110-4131,05:00~01:00,37.615104,127.030046,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,수유역(4),서울특별시 강북구 수유동 140 수유역,서울특별시 강북구 수유동 1,N,3,6,2,0,2,1,9,2,2,서울교통공사,02-6110-4141,05:00~01:00,37.603225,127.024965,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,미아역(4),서울특별시 강북구 미아동 194-1 미아역,서울특별시 강북구 미아동 1,N,5,6,2,0,2,1,7,2,2,서울교통공사,02-6110-4151,05:00~01:00,37.593048,127.016714,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,미아사거리역(4),서울특별시 강북구 미아동 66-1 미아사거리역,서울특별시 강북구 미아동 6,N,5,6,2,0,2,1,12,2,2,서울교통공사,02-6110-4161,05:00~01:00,37.492504,126.894962,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,길음역(4),서울특별시 성북구 길음동 877-66 길음역,서울특별시 성북구 길음동 8,N,5,5,2,0,1,1,12,2,1,서울교통공사,02-6110-4171,05:00~01:00,37.581893,127.001953,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,성신여대입구역(4),서울특별시 성북구 동선동4가 1 성신여대입구역,서울특별시 성북구 동선동4가,N,4,6,1,0,0,0,10,1,0,서울교통공사,02-6110-4181,05:00~01:00,37.570385,127.009529,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2011,2020-09-28
공중화장실,한성대입구역(4),서울특별시 성북구 삼선동1가 14 한성대입구역,서울특별시 성북구 삼선동1가,N,5,7,2,0,1,0,6,2,1,서울교통공사,02-6110-4191,05:00~01:00,37.564478,127.007159,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,혜화역(4),서울특별시 종로구 명륜4가 96-5 4호선 혜화역,서울특별시 종로구 명륜4가 ,N,4,6,2,0,1,0,10,2,1,서울교통공사,02-6110-4201,05:00~01:00,37.564478,127.007159,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,동대문역(4),서울특별시 종로구 종로6가 287-1 동대문역(4호선),서울특별시 종로구 종로6가 ,N,2,4,2,0,0,1,6,2,1,서울교통공사,02-6110-4211,05:00~01:00,37.561159,126.994398,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2019,2020-09-28
공중화장실,동대문역사문화공원역(4),서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),서울특별시 중구 광희동2가 ,N,3,5,1,0,0,0,12,1,0,서울교통공사,02-6110-4221,05:00~01:00,37.560822,126.985356,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,동대문역사문화공원역(4),서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),서울특별시 중구 광희동2가 ,N,3,5,2,1,1,1,12,2,2,서울교통공사,02-6110-4221,05:00~01:00,37.55903,126.977252,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,충무로역(4),"서울특별시 중구 필동2가 16-2 충무로역(3, 4호선)",서울특별시 중구 필동2가 1,N,6,5,1,0,0,0,14,1,0,서울교통공사,02-6110-4231,05:00~01:00,37.535982,126.971351,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2012,2020-09-28
공중화장실,명동역(4),서울특별시 중구 충무로2가 109-2 명동역 4호선,서울특별시 중구 충무로2가 ,N,4,5,2,1,2,1,9,2,2,서울교통공사,02-6110-4241,05:00~01:00,37.545528,126.97197,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2017,2020-09-28
공중화장실,회현역(4),서울특별시 중구 남창동 64-1 회현역 4호선,서울특별시 중구 남창동 64,N,4,4,2,0,1,1,8,2,1,서울교통공사,02-6110-4251,05:00~01:00,37.534394,126.973014,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,서울역(4),서울특별시 중구 용산구 동자동 14-151 서울역(4호선),서울특별시 중구 용산구 동자,N,5,4,1,0,0,0,10,1,0,서울교통공사,02-6110-4261,05:00~01:00,37.529364,126.968299,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,숙대입구역(4),서울특별시 용산구 갈월동 16-7 숙대입구역,서울특별시 용산구 갈월동 1,N,4,6,2,0,1,1,10,2,1,서울교통공사,02-6110-4271,05:00~01:00,37.522481,126.973671,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,삼각지역(4),서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),서울특별시 용산구 한강로1가,N,3,3,2,1,1,1,9,2,1,서울교통공사,02-6110-4281,05:00~01:00,37.503465,126.979927,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,신용산역(4),서울특별시 용산구 한강로2가 181 4호선 신용산역,서울특별시 용산구 한강로2가,N,4,6,1,0,0,0,10,1,0,서울교통공사,02-6110-4291,05:00~01:00,37.487514,126.982162,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2016,2020-09-28
공중화장실,이촌역(4),서울특별시 용산구 용산동5가 17-112 4호선 이촌역,서울특별시 용산구 용산동5가,N,4,4,2,0,1,1,11,2,1,서울교통공사,02-6110-4301,05:00~01:00,37.476825,126.981583,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,동작역(4),서울특별시 동작구 동작동 327-1 4호선 동작역,서울특별시 동작구 동작동 3,N,5,5,2,0,2,0,15,2,3,서울교통공사,02-6110-4311,05:00~01:00,37.476825,126.981583,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,총신대입구역(4),서울특별시 동작구 사당동 736-1 총신대역4호선,서울특별시 동작구 사당동 7,N,3,4,1,0,0,0,7,1,0,서울교통공사,02-6110-4321,05:00~01:00,37.476825,126.981583,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2016,2020-09-28
공중화장실,사당역(4),서울특별시 동작구 사당동 588-4 사당역(4호선),서울특별시 동작구 사당동 5,N,3,4,2,0,0,0,6,2,0,서울교통공사,02-6110-4331,05:00~01:00,37.464364,126.98927,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,사당역(4),서울특별시 동작구 사당동 588-4 사당역(4호선),서울특별시 동작구 사당동 5,N,4,7,1,0,0,1,12,1,0,서울교통공사,02-6110-4331,05:00~01:00,37.670556,127.079306,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,사당역(4),서울특별시 동작구 사당동 588-4 사당역(4호선),서울특별시 동작구 사당동 5,N,5,5,1,0,0,0,10,1,0,서울교통공사,02-6110-4331,05:00~01:00,37.546675,127.016245,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,남태령역(4),서울특별시 서초구 방배동 2909 남태령역,서울특별시 서초구 방배동 2,N,3,5,1,0,0,0,3,1,0,서울교통공사,02-6110-4341,05:00~01:00,37.588021,127.005797,서울교통공사,역사 내 화장실,수세식,유,유,여자화장실,2008이전,2020-09-28
공중화장실,방화역(5),서울특별시 강서구 방화동 829-15 방화역,서울특별시 강서구 방화동 8,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5101,05:00~01:00,37.577622,126.810637,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,개화산역(5),서울특별시 강서구 방화동 846 개화산역,서울특별시 강서구 방화동 8,N,2,3,1,1,1,0,5,1,1,서울교통공사,02-6311-5111,05:00~01:00,37.572455,126.80465,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,김포공항역(5),서울특별시 강서구 방화동 886 김포공항역,서울특별시 강서구 방화동 8,N,1,2,1,0,0,0,2,1,0,서울교통공사,02-6311-5121,05:00~01:00,37.561829,126.799739,서울교통공사,역사 내 화장실,수세식,유,유,,2008이전,2020-09-28
공중화장실,김포공항역(5),서울특별시 강서구 방화동 886 김포공항역,서울특별시 강서구 방화동 8,N,3,4,0,0,0,0,7,0,0,서울교통공사,02-6311-5121,05:00~01:00,37.561829,126.799739,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,송정역(5),서울특별시 강서구 공항동 29-5 송정역,서울특별시 강서구 공항동 2,N,2,4,1,0,0,0,8,1,0,서울교통공사,02-6311-5131,05:00~01:00,36.344485,126.875648,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,마곡역(5),서울특별시 강서구 가양동 530-6 마곡역,서울특별시 강서구 가양동 5,N,2,5,1,0,0,0,7,1,0,서울교통공사,02-6311-5141,05:00~01:00,37.561084,126.823603,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,발산역(5),서울특별시 강서구 가양동 967-3 발산역,서울특별시 강서구 가양동 9,N,3,4,1,0,1,0,8,1,1,서울교통공사,02-6311-5151,05:00~01:00,37.558683,126.835406,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,우장산역(5),서울특별시 강서구 화곡동 1089-3 우장산역,서울특별시 강서구 화곡동 1,N,3,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5161,05:00~01:00,37.558683,126.82884,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,화곡역(5),서울특별시 강서구 화곡동 1089-54 화곡역,서울특별시 강서구 화곡동 1,N,4,7,1,0,1,0,11,1,1,서울교통공사,02-6311-5171,05:00~01:00,37.541578,126.838247,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,까치산역(5),서울특별시 강서구 화곡동 662-5 까치산역(5호선),서울특별시 강서구 화곡동 6,N,7,8,1,0,1,0,16,1,1,서울교통공사,02-6311-5181,05:00~01:00,37.531768,126.844517,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,신정역(5),서울특별시 양천구 신정동 1090 신정역,서울특별시 양천구 신정동 1,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-5191,05:00~01:00,37.524977,126.853975,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,목동역(5),서울특별시 양천구 목동 926-3 목동역,서울특별시 양천구 목동 92,N,3,4,1,0,0,0,7,1,0,서울교통공사,02-6311-5201,05:00~01:00,37.526072,126.862112,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,오목교역(5),서울특별시 양천구 목동 406-30 오목교역,서울특별시 양천구 목동 40,N,2,6,1,0,0,0,5,1,0,서울교통공사,02-6311-5211,05:00~01:00,37.524553,126.872861,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008이전,2020-09-28
공중화장실,양평역(5),서울특별시 영등포구 양평동2가 33-79 양평역 ,서울특별시 영등포구 양평동2,N,3,4,1,0,1,0,8,1,1,서울교통공사,02-6311-5221,05:00~01:00,37.509109,127.049088,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,영등포구청역(5),서울특별시 영등포구 당산동3가 556-1 영등포구청역(5호선),서울특별시 영등포구 당산동3,N,3,3,1,0,0,0,8,1,0,서울교통공사,02-6311-5231,05:00~01:00,37.526714,126.893067,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2011,2020-09-28
공중화장실,영등포시장역(5),서울특별시 영등포구 영등포동5가 62-1 영등포시장역,서울특별시 영등포구 영등포동,N,4,4,1,0,1,0,9,1,1,서울교통공사,02-6311-5241,05:00~01:00,37.521638,126.902798,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,신길역(5),서울특별시 영등포구 영등포동1가 35 신길역,서울특별시 영등포구 영등포동,N,3,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5251,05:00~01:00,37.517346,126.914221,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,여의도역(5),서울특별시 영등포구 여의도동 3 여의도역,서울특별시 영등포구 여의도동,N,5,8,1,0,0,0,10,1,0,서울교통공사,02-6311-5261,05:00~01:00,37.52157,126.922123,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,여의나루역(5),서울특별시 영등포구 여의도동 84-4 여의나루역,서울특별시 영등포구 여의도동,N,5,8,1,0,1,0,15,1,1,서울교통공사,02-6311-5271,05:00~01:00,37.527141,126.930621,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,마포역(5),서울특별시 마포구 도화동 160 마포역,서울특별시 마포구 도화동 1,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5281,05:00~01:00,37.539705,126.943851,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,공덕역(5),"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",서울특별시 마포구 공덕동 4,N,3,5,1,0,0,0,7,1,0,서울교통공사,02-6311-5291,05:00~01:00,37.54322,126.949387,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,애오개역(5),서울특별시 마포구 아현동 612 애오개역,서울특별시 마포구 아현동 6,N,4,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5301,05:00~01:00,37.55359,126.95455,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,충정로역(5),서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),서울특별시 서대문구 충정로3,N,2,3,1,0,1,0,5,1,1,서울교통공사,02-6311-5311,05:00~01:00,37.560055,126.961483,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,서대문역(5),서울특별시 종로구 평동 210 서대문역,서울특별시 종로구 평동 21,N,5,7,1,0,1,0,12,1,1,서울교통공사,02-6311-5321,05:00~01:00,37.56577,126.964461,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,광화문역(5),서울특별시 종로구 세종로 1-90 광화문역,서울특별시 종로구 세종로 1,N,3,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5331,05:00~01:00,37.568666,126.969794,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008 이전,2020-09-28
공중화장실,종로3가역(5),서울특별시 종로구 낙원동 126 종로3가역(5호선),서울특별시 종로구 낙원동 1,N,5,6,1,0,1,0,13,1,1,서울교통공사,02-6311-5341,05:00~01:00,37.5715,126.989059,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,을지로4가역(5),서울특별시 중구 을지로4가 192 을지로4가역(5호선),서울특별시 중구 을지로4가 ,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5351,05:00~01:00,37.567015,126.995642,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,동대문역사문화공원역(5),서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),서울특별시 중구 광희동1가 ,N,4,4,1,0,1,0,10,1,1,서울교통공사,02-6311-5361,05:00~01:00,37.565102,127.005576,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,신금호역(5),서울특별시 성동구 금호동2가 223-1 신금호역,서울특별시 성동구 금호동2가,N,3,5,1,0,1,0,8,1,1,서울교통공사,02-6311-5381,05:00~01:00,37.554468,127.018605,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,행당역(5),서울특별시 성동구 행당동 317-241 행당역,서울특별시 성동구 행당동 3,N,5,5,1,0,1,0,10,1,1,서울교통공사,02-6311-5391,05:00~01:00,37.557983,127.026318,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
공중화장실,왕십리역(5),서울특별시 성동구 행당동 192 왕십리역(5호선),서울특별시 성동구 행당동 1,N,5,5,1,0,1,0,15,1,1,서울교통공사,02-6311-5401,05:00~01:00,37.557983,127.018657,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,마장역(5),서울특별시 성동구 마장동 772 마장역,서울특별시 성동구 마장동 7,N,4,3,1,0,1,0,7,1,1,서울교통공사,02-6311-5411,05:00~01:00,37.566127,127.040776,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2013,2020-09-28
공중화장실,답십리역(5),서울특별시 성동구 용답동 99 답십리역,서울특별시 성동구 용답동 9,N,4,6,1,0,0,0,10,1,0,서울교통공사,02-6311-5421,05:00~01:00,37.567072,127.050193,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2008,2020-09-28
공중화장실,장한평역(5),서울특별시 동대문구 장안동 472-3 장한평역,서울특별시 동대문구 장안동 ,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6311-5431,05:00~01:00,37.561472,127.062468,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2006,2020-09-28
공중화장실,군자역(5),"서울특별시 광진구 능동 275-5 군자역(5, 7호선)",서울특별시 광진구 능동 27,N,7,6,1,0,1,0,19,1,1,서울교통공사,02-6311-5441,05:00~01:00,37.557336,127.0774,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2010,2020-09-28
공중화장실,아차산역(5),서울특별시 광진구 능동 256-16 아차산역,서울특별시 광진구 능동 25,N,4,4,1,0,1,0,9,1,1,서울교통공사,02-6311-5451,05:00~01:00,37.551959,127.087363,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2015,2020-09-28
공중화장실,광나루역(5),서울특별시 광진구 광장동 237 광나루역,서울특별시 광진구 광장동 2,N,6,6,1,0,1,0,14,1,1,서울교통공사,02-6311-5461,05:00~01:00,37.545332,127.101417,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2012,2020-09-28
공중화장실,천호역(5),"서울특별시 강동구 천호동 455 천호역(5, 8호선)",서울특별시 강동구 천호동 4,N,6,11,1,0,1,0,17,1,1,서울교통공사,02-6311-5471,05:00~01:00,37.538462,127.122905,서울교통공사,역사 내 화장실,수세식,유,유,"남자화장실,여자화장실",2009,2020-09-28
